Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
RUVQMQUPSVELIK-UHFFFAOYNA-N,CHEMBL435598,1813,A,6.53,chembl20,60064,9606,DRD2,1171,C=1C(OCCCNCCOC=2C=CC(=CC2)C)=CC=CC1C
RUZIUYOSRDWYQF-HNNXBMFYNA-N,CHEMBL228082,24318,A,5.55,chembl20,461138,10116,DRD2,1171,C1(=C(C=C2C[C@H]3C4=C(C2=C1)C(=C(C=C4CCN3C)OC)OC)OC)OC
RUZJOGYMPJWMOY-VJSLDGLSNA-N,CHEMBL394862,1813,A,7.08,chembl20,445356,9606,DRD2,1171,C=1C=CC(N2CCN(CC2)CCC(O)CNC(=O)C3=CC4=C(C=C3)C5=C(C4)C=CC=C5)=C(C1Cl)Cl
RVACPGPYDAFYTB-SREBMQDQNA-N,CHEMBL384069,1813,A,6.86,chembl20,393314,9606,DRD2,1171,C=1C=C2C(N=C(C=3C(N2NC(C4=CC(=CC=C4)OC)=O)=CC=C(C3)Cl)N5CCN(CC5)C)=CC1Cl
RVBDWZKWSXQLMF-FVJUNEQCNA-N,CHEMBL355566,1813,A,7.68,chembl20,61812,9606,DRD2,1171,C1(C(NC[C@@H]2CN(CC3=CC=CC=C3)C[C@@H]2C)=O)=C(C=C(C(=C1)Cl)NC)OC
RVBDWZKWSXQLMF-GOSYDPFRNA-N,CHEMBL354180,1813,A,8.0,chembl20,61812,9606,DRD2,1171,C1(C(NC[C@@H]2CN(CC3=CC=CC=C3)C[C@H]2C)=O)=C(C=C(C(=C1)Cl)NC)OC
RVBDWZKWSXQLMF-ZBHCXIACNA-N,CHEMBL413343,1813,A,6.92,chembl20,61812,9606,DRD2,1171,C1(C(NC[C@H]2CN(CC3=CC=CC=C3)C[C@@H]2C)=O)=C(C=C(C(=C1)Cl)NC)OC
RVBDWZKWSXQLMF-ZSYFZIOTNA-N,CHEMBL169193,1813,A,7.1,chembl20,61812,9606,DRD2,1171,C1(C(NC[C@H]2CN(CC3=CC=CC=C3)C[C@H]2C)=O)=C(C=C(C(=C1)Cl)NC)OC
RPMGDSWCTGGBNZ-KLFDUCQCNA-N,CHEMBL278838,24318,A,7.08,chembl20,58484,10116,DRD2,1171,C1(=C2C(CCO2)=CC(=C1)Cl)C(NC[C@@H]3N(CCC3)CCCCCCCCC)=O
RPOAEKBVMRYCPD-PXNSSMCTNA-N,CHEMBL289927,24318,A,6.27,chembl20,61448,10116,DRD2,1171,C12=C(C=C(S1)CCCCCC)CN[C@@H]3[C@@H]2C=4C(=CC(=C(C4)O)O)CC3
RPRMJDRFAFJTHY-UHFFFAOYNA-N,CHEMBL549350,24318,A,7.0,chembl20,576759,10116,DRD2,1171,C1=CC=2CCC(CC2C=C1O)N(CCC)CCN3CCN(CC3)CC=4NC5=C(C4)C=CC=C5
RPXBMXISYUBWDU-UHFFFAOYNA-N,CHEMBL10875,24318,A,5.43,chembl20,58709,10116,DRD2,1171,N1(C(CC2(CC1=O)CCCC2)=O)OCCCN3CCN(CC3)C=4C=C(C)C=CC4
RPXWZKCAHYGWQO-UHFFFAOYNA-N,CHEMBL413546,24318,A,7.8,chembl20,62547,10116,DRD2,1171,C1(C(F)(F)F)=C(N2CCN(CC2)CC=3C=C(C(N4CCCCC4)=O)C=CC3)C=CC=C1
RQBGDCUYQVYVKF-UHFFFAOYNA-N,CHEMBL563907,1813,A,6.4,chembl20,578979,9606,DRD2,1171,C=1(N2C(C=C(N1)OC)=NC=C2CN3CCN(CC3)C=4C=CC(=CC4)OC)OC
RQBRUGMHSQYCNU-UHFFFAOYNA-N,CHEMBL3104092,1813,A,5.0,chembl20,1283842,9606,DRD2,1171,C1C2=C(CN3C=4C1=CC=CC4C5=C3CCN(C5)C)C=CC=C2
SPGZQVBCFBJOGF-XRJCTRHONA-N,CHEMBL84171,24318,A,7.59,chembl20,62254,10116,DRD2,1171,C=1(C=2C(=CC=C(C2)OC)NC1)C3=CCN(CC3)CCC4C5=C(C=C(C(=O)N)C=C5)CCO4
SPHRCFFKJXRWLW-UHFFFAOYNA-N,CHEMBL97242,24318,A,6.72,chembl20,62077,10116,DRD2,1171,N1(C=C(C2CCN(CC2)CCN3C(OCC3)=O)C4=C1C=CC(C5=NN(C)N=N5)=C4)C6=CC=C(C=C6)F
SPJPXOJVCGSOOK-UHFFFAOYNA-N,CHEMBL416523,1813,A,7.53,chembl20,61140,9606,DRD2,1171,N1(C(CC2(CC1=O)CCCC2)=O)CCCCNCC3CC4=C(OC)C=CC=C4OC3
SPKYRBCACGSJOI-LELJVTLKNA-N,CHEMBL2029915,1813,A,5.38,chembl20,820053,9606,DRD2,1171,C(CC=1C=CC=CC1)(=O)NC2=CC=C(C=C2)CCN3CCN(CC3)C=4C=CC=CC4
SPLFGEFBTYQRPO-UHFFFAOYNA-N,CHEMBL301956,24318,A,7.72,chembl20,58553,10116,DRD2,1171,N1(C=C(CN(C)C)C2=C1C=CC(Cl)=C2)C=3C=CC(=CC3)F
SPMVURQMVHUPOT-UHFFFAOYNA-N,CHEMBL111532,1813,A,8.17,chembl20,59152,9606,DRD2,1171,C12=C(CC(CC1)N(CCC3=CC=C(C=C3)N)CCC)C=CC=C2O
SPOMVKJPPZWHRF-UHFFFAOYNA-N,CHEMBL11760,24318,A,6.8,chembl20,61109,10116,DRD2,1171,C1=2CC(N(CCC)CCC)CCC1=CC=CC2OC
VBFRZHYHMOZIEU-HXTKINSTNA-N,CHEMBL2165133,1813,A,8.4,chembl20,859665,9606,DRD2,1171,C1N(CCN(C1)CCCCOC2=CC=C3C(=C2)C(NCC3)=O)C4=CC=CC(=C4Cl)Cl
VBHBKXBUHHJVBZ-UHFFFAOYNA-N,56599143,1813,A,7.52288,pubchem,698938,9606,DRD2,1171,ClC1=C(N2CCN(CC2)CCCOC3=CC=4N=CSC4C=C3)C=CC=C1Cl
VBJJOYHRWXQNFV-UHFFFAOYNA-N,CHEMBL135048,1813,A,6.88,chembl20,61782,9606,DRD2,1171,C1=CC=C2C(=C1OC)CCC(C2)NC
VBKWQJLSFFFYLC-UHFFFAOYNA-N,CHEMBL2030637,1813,A,5.0,chembl20,820281,9606,DRD2,1171,C(CN1CCCC1)CC=2C=CC=C(F)C2
VBPWMWMHKVCXQD-UHFFFAOYNA-N,CHEMBL252539,1813,A,7.84,chembl20,460308,9606,DRD2,1171,C1=C(C=2CCC(CC2C=C1)N(CCC)CCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl)O
VBQPFBIQLMTMNM-UHFFFAOYNA-N,CHEMBL244276,1813,A,6.2,chembl20,446342,9606,DRD2,1171,C1=CC2=C(C=C1C=3OC(=CN3)C)CCN(CC2)CCCSC4=NN=C(N4C)C=5C=C6C=CNC6=CC5
VBTFJGYCISLKEQ-UHFFFAOYNA-N,11776546,1813,A,7.12033,pubchem,63222,9606,DRD2,1171,O(CCNCC1=CC=CC=C1)C2=CC(O)=CC=C2
VBTFJGYCISLKEQ-UHFFFAOYNA-N,11776546,24318,A,8.4437,pubchem,64318,10116,DRD2,1171,O(CCNCC1=CC=CC=C1)C2=CC(O)=CC=C2
UZMHRPBLJWVAII-IBGZPJMENA-N,CHEMBL361875,1813,A,5.92,chembl20,302905,9606,DRD2,1171,C1(C=2C(OC)=CC=CC2OC)=C3C(C[C@H](CC3)N(CCC)CCC)=CC=C1
UZMHRPBLJWVAII-IBGZPJMENA-N,CHEMBL361875,24318,A,5.92,chembl20,303257,10116,DRD2,1171,C1(C=2C(OC)=CC=CC2OC)=C3C(C[C@H](CC3)N(CCC)CCC)=CC=C1
UZRQUYOHSFAJFG-UHFFFAOYNA-N,CHEMBL2312935,1813,A,8.05,chembl20,935745,9606,DRD2,1171,N1=CC(=CC2=CC=CC=C12)S(=O)(=O)NCCCCN3CCN(CC3)C=4C(=C(Cl)C=CC4)Cl
UZRUJFBBAHISJF-QZTJIDSGNA-N,CHEMBL1203260,1813,A,6.58,chembl20,59915,9606,DRD2,1171,C([C@H]1C[C@@H]1C2=CC=CC=C2)N3CCN(CC3)C=4C=CC=CN4
UZSMYCXKQUZNLV-PECIQRARNA-N,CHEMBL78923,1813,A,8.07,chembl20,60373,9606,DRD2,1171,C1(=NC(C=2C=CC(=CC2)Cl)=CC(=N1)C3CCN(CC3)CC=4C=CC=CC4)N
UZZFAUDNCIFFPM-UHFFFAOYNA-N,96918,24318,A,6.494,pubchem,764955,10116,DRD2,1171,O(C=1C2=C(C(CCN(C)C)=CC1OC)C=CC=3C2=CC=CC3)C
UZZUNWBAZUITJX-VOTSOKGWNA-N,CHEMBL201557,1813,A,6.6,chembl20,332997,9606,DRD2,1171,C=1C=CC=2N(C(CCC2C1)=O)C/C=C/CN3CCN(CC3)C=4C=C(N=C(N4)C(C)(C)C)C(F)(F)F
VAATVGITWGBTOR-UHFFFAOYNA-N,CHEMBL70882,24318,A,7.07,chembl20,63066,10116,DRD2,1171,C12=C3C(CCC(C3)N(CCC)CCC)=CC(=C1N(C)C=C2)F
VABAVSCPQUXQLP-AHKZPQOWNA-N,CHEMBL597503,1813,A,7.29,chembl20,609909,9606,DRD2,1171,C=1(Cl)C(=CC2=C(CCN(C)[C@@H]3[C@@H]2C4=C(CC3)C(=CC=C4)C=5C=CC6=C(C5)C=CN6)C1)O
VAEVQHTXJSLDAA-LBOYIXSDNA-N,CHEMBL1744125,24318,A,6.8,chembl20,61755,10116,DRD2,1171,C12=C(C(N3CCN(CC3)CCCN4C(NCC4)=O)CC1C=5C=CC(=CC5)F)C=CC(=C2)Cl
VAHDNXLTPLSBHW-PKSOQXRJNA-N,12861897,24318,A,7.61439,pubchem,64938,10116,DRD2,1171,ClC1=CC(C(=O)NCCN(CC2=CC=CC=C2)C)=C(OC)C=C1N
UXSXSSBOLOHWNU-UHFFFAOYNA-N,CHEMBL441274,1813,A,6.73,chembl20,60218,9606,DRD2,1171,N1(C(CN2CCN(CC2)CC=3C=CC(=CC3)Cl)=O)C4(CC5=C1C=CC=C5)CCCC4
UXUXUQARLNBXGL-RHTXDRMSNA-N,76322159,1813,A,7.10237,pubchem,1077731,9606,DRD2,1171,OC=1C=2C=3C=4[C@H](N(CCC4C=CC3)C)CC2C=CC1OCCCNC(=O)CCCCCCCCC(=O)NCCCOC5=C(O)C=6C=7C=8[C@H](N(CCC8C=CC7)C)CC6C=C5
UYALMDJMDUJNMA-UHFFFAOYNA-N,CHEMBL344146,24318,A,6.12,chembl20,62392,10116,DRD2,1171,N1(C=2N=CC=CC2)CCN(CC1)CCCCC3=CC(OC)=CC=C3
UYHCIKJLSMEARZ-JIBACQESNA-N,CHEMBL240271,24318,A,8.37,chembl20,449064,10116,DRD2,1171,C1[C@@H](CC[C@H](C1)CCN2CCC(CC2)CC=3C=C(C=CC3)C(F)(F)F)NS(C4=CC=C(C=C4)N5C=CC=N5)(=O)=O
UYHCIKJLSMEARZ-UHFFFAOYNA-N,44435096,24318,A,8.36653,pubchem,301038,10116,DRD2,1171,S(=O)(=O)(NC1CCC(CC1)CCN2CCC(CC2)CC3=CC(=CC=C3)C(F)(F)F)C4=CC=C(N5N=CC=C5)C=C4
UYNUCJCNGKHTNG-LNNLXFCONA-N,11794899,1813,A,8.49485,pubchem,698935,9606,DRD2,1171,O(CCCCN1CCN(CC1)C=2C(=CC=CC2)C)C=3C=C4NC(=O)CCC4=CC3
VAIWZWZRCSJKTP-UHFFFAOYNA-N,CHEMBL347334,24318,A,8.17,chembl20,63061,10116,DRD2,1171,N1(C(=CC=C1CN2CCN(CC2)C3=C(CC)C=CC=C3)CN4C(=O)CCCC4)C
VANBZHNBQWYEMT-UHFFFAOYNA-N,CHEMBL552367,1813,A,6.1,chembl20,577523,9606,DRD2,1171,C1=CC=C2CN(CC2=C1)CCN3CCN(C3=O)CC4=C(C=CC(=C4)Cl)Cl
VASIIKBBVSZUHT-QWOVJGMINA-N,CHEMBL1223680,1813,A,7.96,chembl20,652613,9606,DRD2,1171,N=1C(=CC=CC1)NCCCCN2CCN(CC2)C3=C(C=CC=C3)F
VASQQZAFIQDBHR-UHFFFAOYNA-N,CHEMBL571229,1813,A,6.3,chembl20,577523,9606,DRD2,1171,C1=CC=C2CN(CC2=C1)CCN3CCN(C3=O)CC4=CC(=CC=C4)Cl
VAURMGBDDSMOJD-MRXNPFEDNA-N,53320353,24318,A,8.16115,pubchem,569897,10116,DRD2,1171,FCCCN1[C@H]2C=3C(CC1)=CC=CC3C=4C(C2)=CC=CC4O
UXACRXVBPVXVBZ-TWSYTRIPNA-N,CHEMBL108297,1813,A,5.92,chembl20,60069,9606,DRD2,1171,C=1(N(C2=CC=CC=C2N1)CC3=CC=C(C=C3)Cl)SCC4=CC=C(S(=O)(=O)N)C=C4
UXAHKDYRRLVTBS-SJLPKXTDNA-N,CHEMBL1202212,1813,A,6.68,chembl20,59915,9606,DRD2,1171,ClC1=CC=C(C=C1Cl)N2CCN(C[C@H]3C[C@@H]3C4=CC=CC=C4)CC2
UXBKOBHMEXWBKP-LBOYIXSDNA-N,CHEMBL537700,24318,A,7.74,chembl20,61578,10116,DRD2,1171,C1(=NSC2=C1C=CC=C2)N3CCN(CC3)CCCCNC(C=4C(=CC(C(F)(F)F)=CC4)N)=O
UXCGLFHPAUUQAA-SPEPDGBUNA-N,CHEMBL152010,1813,A,6.97,chembl20,60208,9606,DRD2,1171,C1(=NNC2=C1C=CC=C2)C(=O)NCCCCN3CCN(CC3)C=4C(=C(Cl)C=CC4)Cl
UXEPXLWCTJUUTO-JKEQLMQRNA-N,10937177,24318,A,6.69465,pubchem,61539,10116,DRD2,1171,ClC=1C=C(C(=O)N[C@@H]2CN(CCN(C2)C)CC)C(OC)=NC1NC
UXEPXLWCTJUUTO-VDNDPNRVNA-N,CHEMBL38969,24318,A,7.75,chembl20,61421,10116,DRD2,1171,C=1(C(=NC(=C(C1)Cl)NC)OC)C(N[C@@H]2CN(CCN(C2)CC)C)=O
UXEPXLWCTJUUTO-VEWCPZSHNA-N,CHEMBL39016,24318,A,7.37,chembl20,61421,10116,DRD2,1171,C=1(C(=NC(=C(C1)Cl)NC)OC)C(NC2CN(CCN(C2)CC)C)=O
UXFGATIIHSOJJZ-QFIPXVFZNA-N,CHEMBL105745,1813,A,6.31,chembl20,62961,9606,DRD2,1171,N1([C@@H](CC2=C1C=CC=C2)C(=O)OC)C(CN3CCN(CC3)CC4=CC=C(C=C4)C)=O
UXGIBVBRPWLFHU-NVVVNYRMNA-N,CHEMBL106283,1813,A,7.24,chembl20,61298,9606,DRD2,1171,C12(N(CNC1=O)C3=CC=CC=C3)CCN(CC2)CC4OC5=C6C=C(C(O)=O)NC6=CC=C5OC4
UYRXOOUBRAEWNZ-PVHROBCQNA-N,CHEMBL92924,24318,A,6.96,chembl20,62247,10116,DRD2,1171,C1(C(N[C@@H]2CN(C3C4CC5CC3CC(C4)C5)CC2)=O)=C(C=C(C(=C1)Cl)NC(C6CC6)=O)OC
UYSWWUHGOKVFCN-UHFFFAOYNA-N,90644078,1813,A,7.52288,pubchem,1152669,9606,DRD2,1171,ClC1=CC=2SC(S(=O)(=O)NCCCN3CCN(CC3)C4=NOC5=C4C=CC=C5)=CC2C=C1
UYUTUOIZGIGQQA-VIVFLBMVNA-N,72544787,1813,A,5.82391,pubchem,780772,9606,DRD2,1171,F[C@@H]1[C@@H](O)[C@H](O)[C@H](OC1OCCCOC2=CC=C(N3N=NC(CN4CCN(CC4)C=5C(OC)=CC=CC5)=C3)C=C2)CO
UYVCLAKGXPJPHJ-UHFFFAOYNA-N,CHEMBL1258492,1813,A,6.0,chembl20,665565,9606,DRD2,1171,N1(C(C2=C(N=CO2)C)=NN=C1SCCCN3CCC4(CCCC5=C4C=CC(=C5)OC)C3)C
UTSVFENYHGEOSM-UHFFFAOYNA-N,CHEMBL537183,1813,A,5.98,chembl20,302616,9606,DRD2,1171,N1(C2CC(CC1CC2)(C3=CC=C(C=C3)Cl)O)CC4=CC=C(F)C=C4
UTSZTPIAGJECRH-BRLLKYFNNA-N,CHEMBL3084504,1813,A,6.26,chembl20,538660,9606,DRD2,1171,[C@@H]12N([C@@H](CC1)C[C@](O)(C3=C(C(=CC=C3)Cl)Cl)C2)CC4=CNC=5C4=CC=CC5
UTSZTPIAGJECRH-XVQYUUQNNA-N,25132870,1813,A,6.2636,pubchem,390631,9606,DRD2,1171,ClC1=C(C2(O)C[C@H]3N([C@@H](C2)CC3)CC=4C=5C(NC4)=CC=CC5)C=CC=C1Cl
UTUCAVNEOKJWJU-UHFFFAOYNA-N,41532205,1813,A,7.4318,pubchem,265124,9606,DRD2,1171,FC=1C(N2CCN(CC2)CC3=CN(N=C3)C4=CC=CC=C4)=CC=CC1
UUABPOTWOAIFHX-UHFFFAOYNA-N,CHEMBL336437,24318,A,5.3,chembl20,61770,10116,DRD2,1171,C12=C(C=3C=CC=CC3S1)CCN(CC2C=4C=C(Cl)C(=CC4)Cl)CC
USBLCVIHRKORFG-UHFFFAOYNA-N,CHEMBL517349,1813,A,5.17,chembl20,563769,9606,DRD2,1171,C=1C=CC=2CCN(C(C2C1)=O)CCCN3CCN(CC3)C4=CC=CC(=C4Cl)Cl
USBMLMLDKIBGBI-UHFFFAOYNA-N,CHEMBL25663,24318,A,8.76,chembl20,62897,10116,DRD2,1171,C=12C(=CC(=CC1CCCO2)OC)OCCNCCCCC=3C=CC(=CC3)OC
USCDVFNXTCISHV-LBOYIXSDNA-N,9826801,1813,A,6.85387,pubchem,726787,9606,DRD2,1171,FC1=CC=C(N2C=C(C3CCN(CC3)CCN4CCNC4=O)C5=C2C=CC(=C5)C6=NN(N=N6)C)C=C1
USCDVFNXTCISHV-LBOYIXSDNA-N,CHEMBL319352,24318,A,6.85,chembl20,62077,10116,DRD2,1171,N1(C=C(C2CCN(CC2)CCN3C(NCC3)=O)C4=C1C=CC(C5=NN(C)N=N5)=C4)C6=CC=C(C=C6)F
USGFBEWNXKQBDG-UHFFFAOYNA-N,25256816,1813,A,8.82391,pubchem,594006,9606,DRD2,1171,O(C=1C(N2CCN(CC2)CCCCN3CCCC4=C(C3=O)C=CC=C4)=CC=CC1)C
USGLWFZAXHASGB-UHFFFAOYNA-N,CHEMBL2037528,1813,A,5.32,chembl20,820694,9606,DRD2,1171,C(CCCCN1CCN(CC1)C=2C=CC(=CC2)Cl)(=O)C=3SC=4C(N3)=CC=CC4
USIMZAIRLDAIQJ-LQFNOIFHNA-N,CHEMBL160357,1813,A,9.4,chembl20,859679,9606,DRD2,1171,N1C=2C=C(OCCCCN3CCN(CC3)C=4C=CC=CC4)C=CC2CCC1=O
USIWFTPEBGPOSA-MEMLXQNLNA-N,CHEMBL228389,1813,A,7.08,chembl20,450225,9606,DRD2,1171,C1=CC=C(C2CCN(CC2)[C@@H]3CC[C@H](CC3)NS(C4=CC(=C(C=C4)OC)OC)(=O)=O)C(OCC(F)(F)F)=C1
USIWFTPEBGPOSA-OYRHEFFENA-N,CHEMBL228334,1813,A,6.95,chembl20,450225,9606,DRD2,1171,C1=CC=C(C2CCN(CC2)[C@@H]3CC[C@@H](CC3)NS(C4=CC(=C(C=C4)OC)OC)(=O)=O)C(OCC(F)(F)F)=C1
USIWFTPEBGPOSA-UHFFFAOYNA-N,11857709,1813,A,7.08092,pubchem,302199,9606,DRD2,1171,S(=O)(=O)(NC1CCC(N2CCC(CC2)C=3C(OCC(F)(F)F)=CC=CC3)CC1)C4=CC(OC)=C(OC)C=C4
USKVYSVSXWHTPS-VEORKLDJNA-N,CHEMBL342536,1813,A,6.74,chembl20,61625,9606,DRD2,1171,C1(=NC2=C(N=CC=C2)NC=3C1=CC(=CC3)Cl)NC4CCN(CC4)CC5=CC=CC=C5
USKZVJAZXRLUHK-UHFFFAOYNA-N,CHEMBL402015,1813,A,6.0,chembl20,465004,9606,DRD2,1171,C1=CC=C2N=C(C=CC2=C1C=3N(C)C(=NN3)SCCN4CCC5=C(C6=C(C=C5CC4)N=C(O6)C)Br)C
USNRFQBPPPITNX-CZUORRHYNA-N,CHEMBL284644,1813,A,5.36,chembl20,60213,9606,DRD2,1171,C=12[C@H]3C4=C(C=NC=C4)CN[C@@H]3CCC1C=C(C(=C2)O)O
USNSYPNBJKRKSR-UHFFFAOYNA-N,CHEMBL340855,24318,A,5.81,chembl20,63050,10116,DRD2,1171,C=12C(C3=CCCC3)CN(C)CCC1C=C(C(=C2)O)Cl
UOWFASPLMHQBNL-CYBMUJFWNA-N,CHEMBL1802237,24318,A,6.42,chembl20,756833,10116,DRD2,1171,C=12C3=C(C4=C(C1)SCCC4=O)CCN([C@@H]3CC=5C=CC(=C(C25)O)O)C
UPBDZILZTPVMPX-UHFFFAOYNA-N,CHEMBL356688,24318,A,5.17,chembl20,62074,10116,DRD2,1171,N1(CCN(CCC2=CC(Cl)=C(C=C2)Cl)C)CCCCCC1
UPEDKGWAXYKNLY-UHFFFAOYNA-N,CHEMBL240587,1813,A,6.65,chembl20,449578,9606,DRD2,1171,C(CCCN1C(C=2C(=CC=CC2)C1=O)=O)N3CCCN(C(C=4C=CC=CC4)C5=CC=C(C=C5)Cl)CC3
UPEHPUZOPHDONV-AATXMJDANA-N,44405492,1813,A,7.22185,pubchem,257526,9606,DRD2,1171,S1C(C=2C=C(C(=O)N[C@H]3CCN(C3)CC4=CC=C(C=C4)C)C=CC2)=CC=C1
UPGNMHWUCFSKGJ-UHFFFAOYNA-N,CHEMBL3104646,1813,A,7.38,chembl20,1283981,9606,DRD2,1171,C1(C(CCC2=CC=C(C=C12)N(=O)=O)CCN3CCN(CC3)C=4C=CC=CC4OC)=O
UXLVLTZLAFGJFA-UHFFFAOYNA-N,10810949,24318,A,7.30452,pubchem,63826,10116,DRD2,1171,FC1=CC2=C(OCCC2=O)C(OCCNCCCCC3=CC=4CCOC4C=C3)=C1
UXMSMPLWAVJIOJ-OGTLCDPLNA-N,11281627,1813,A,8.21467,pubchem,238642,9606,DRD2,1171,ClC1=C(N2CCN(CC2)C/C=C/CNC(=O)C=3C=CC(F)=CC3)C=CC=C1Cl
UXNNOTOIUWHANF-UHFFFAOYNA-N,CHEMBL29218,24318,A,5.63,chembl20,62891,10116,DRD2,1171,N1(C(=C2C3C4C(C(C2=C1O)C=C3)C4)O)CCCCN5CCN(CC5)C6=NN=C(C=C6)Cl
UXQFVDJWFYKEOK-LELJVTLKNA-N,CHEMBL1744107,24318,A,7.17,chembl20,61755,10116,DRD2,1171,C12=C(C(N3CCN(CC3)CCN4C(NCC4)=S)CC1C5=CC=C(C=C5)F)C=CC(=C2)Cl
UXSMRLSKRXJAGK-UHFFFAOYNA-N,CHEMBL538248,1813,A,5.68,chembl20,59785,9606,DRD2,1171,C=1(C(C2(OC1)CCN(CC3=CC(Cl)=CC=C3)CC2)=O)C4=CC=CC=C4
PXQSRAWVKJTJBP-UHFFFAOYNA-N,CHEMBL1946125,1813,A,6.12,chembl20,802311,9606,DRD2,1171,C(CSC1=CC=C(C=C1)F)CN2CCCN(C=3C=CC(=CC3)Cl)CC2
PXRYUTZDJMDKAL-UHFFFAOYNA-N,CHEMBL104155,1813,A,5.85,chembl20,62962,9606,DRD2,1171,N1(C(CC2CCN(CC2)CC=3C(F)=CC=CC3)=O)C(CC4=C1C=CC=C4)C
PXSNASRAIMXQPZ-UHFFFAOYNA-N,CHEMBL107804,1813,A,5.52,chembl20,62962,9606,DRD2,1171,N1(C(CN2CCN(CC2)CC3=CC(F)=CC(=C3)F)=O)C(CC4=C1C=CC=C4)C
PXSSMALRVSYAFM-UHFFFAOYNA-N,CHEMBL38428,1813,A,6.89,chembl20,58761,9606,DRD2,1171,O1C2=C(C=CC=C2O)CC(C1)N(CCC)CCC
PXSSMALRVSYAFM-UHFFFAOYNA-N,CHEMBL38428,24318,A,8.4,chembl20,166181,10116,DRD2,1171,O1C2=C(C=CC=C2O)CC(C1)N(CCC)CCC
PXTNZNWAFOHMBS-UHFFFAOYNA-N,CHEMBL417608,1813,A,5.75,chembl20,61140,9606,DRD2,1171,N1(C(CC2(CC1=O)CCCC2)=O)CCCCN(CC3CC4=C(OC)C=CC=C4OC3)CCC
PXVIQJHHNBZTQJ-UHFFFAOYNA-N,CHEMBL1258650,1813,A,8.24,chembl20,664672,9606,DRD2,1171,C1(=CC2=CNC(=C2C=C1OCCCN3CCN(CC3)C4=CC=CC=5C4=CC(=CC5)F)O)F
PXWQDDTVMQMYJG-UHFFFAOYNA-N,CHEMBL381946,1813,A,7.68,chembl20,337507,9606,DRD2,1171,C1N(C)CCC2=C(CC3=C(C1)C=CC=C3)C=C(C=C2)OC
PXZWTBDFTVDUSY-LQFNOIFHNA-N,CHEMBL2112362,24318,A,5.9,chembl20,62075,10116,DRD2,1171,C12=C(N=C3N1C=C(C(NCCN4CCN(CC4)C5=CC=CC=C5)=N3)Br)N(C)C(N(C2=O)C)=O
PYCKGDROYNHKPS-UHFFFAOYNA-N,CHEMBL1173288,1813,A,9.05,chembl20,642589,9606,DRD2,1171,C1(=CC=C(C=C1)I)C2(CCN(CC=3C4=CC(=CC=C4NC3)OC)CC2)O
PYDCBKVOIWIWLP-UHFFFAOYNA-N,CHEMBL244085,1813,A,6.0,chembl20,446342,9606,DRD2,1171,C1=CC2=C(CCN(CC2)CCCSC3=NN=C(N3C)C=4C=CN=CC4)C=C1C5=NOC(=C5)C
PGXSSBALVLNDFL-LSMSRZGBNA-N,CHEMBL1836052,24318,A,6.76,chembl20,770979,10116,DRD2,1171,[C@@H]12CC[C@H](C[C@H](NC(C3=C(C=C(C=C3)Cl)OC)=O)C1)N2CC4=CC=CO4
YPIODQRZHCEAGF-TWSYTRIPNA-N,CHEMBL146485,1813,A,6.19,chembl20,87873,9606,DRD2,1171,C(C1=CC(=CC=C1)S(=O)(=O)C2CCN(CC2)CCC=3C(=CC(=CC3)F)F)(=O)N
PHCUGENQVJPTLC-VJSLDGLSNA-N,CHEMBL252429,1813,A,8.0,chembl20,461979,9606,DRD2,1171,C1=CC=2C(=NSC2C=C1)N3CCN(CC3)CCC4=CC5=C(C=C4)C(CC5)NC(C=6C=CC(=CC6)F)=O
PHDDUIXSXSRRQU-VJSLDGLSNA-N,44447012,1813,A,8.30103,pubchem,313953,9606,DRD2,1171,ClC=1C=CC(C(=O)NC2C3=C(CC2)C=CC(CCN4CCN(CC4)C5=NSC6=C5C=CC=C6)=C3)=CC1
PHEZTZVFWVWYHP-UHFFFAOYNA-N,CHEMBL558819,13489,A,5.7,chembl20,58198,10090,DRD2,1171,C(C=1C=CC(CN2CCC(CC2)COCC3=CC=C(F)C=C3)=CC1)(=O)OC
PHGLWACKDGVPPP-UHFFFAOYNA-N,CHEMBL333955,24318,A,8.4,chembl20,62710,10116,DRD2,1171,C1=2N(CC(N3CCN(CC3)CC)C=4C(S1)=CC=C(Br)C4)C=CC2
PHHZUGAXADOHMJ-UHFFFAOYNA-N,CHEMBL1202512,24318,A,7.28,chembl20,62891,10116,DRD2,1171,OC1=C2C3CCC(C4CCC34)C2=C(O)N1CCCCN5CCN(CC5)C=6N=CC=CN6
PHIMDBFVULXZSR-UHFFFAOYNA-N,CHEMBL1214962,1813,A,5.22,chembl20,649646,9606,DRD2,1171,C=1(OC2=CC=CC=C2C1)CN3CCN(CC3)CC=4C(OCC)=CC=CC4
PHKYJSDVXODLTC-UHFFFAOYNA-N,CHEMBL145706,24318,A,6.52,chembl20,58716,10116,DRD2,1171,N1(C=2C(=CC=C(C2)Cl)C(=C1)C3CCN(CC3)CCN4C(N(C(C)C)CC4)=O)C=5C(F)=CC=CC5
